,HT Capabilities,HT Capabilities,HT Capabilities,Extended Capabilities,Extended Capabilities,Extended Capabilities,Vendor Specific Tags,Vendor Specific Tags,Vendor Specific Tags,Supported Rates,Supported Rates,Supported Rates,Extended Supported Rates,Extended Supported Rates,Extended Supported Rates,VHT Capabilities,VHT Capabilities,VHT Capabilities,HE Capabilities,HE Capabilities,HE Capabilities
,min_length,max_length,mean_length,min_length,max_length,mean_length,min_length,max_length,mean_length,min_length,max_length,mean_length,min_length,max_length,mean_length,min_length,max_length,mean_length,min_length,max_length,mean_length
MAC Address,,,,,,,,,,,,,,,,,,,,,
da:a1:19:da:42:05,3,3,3.0,3,3,3.0,3,3,3.0,16,16,16.0,8,8,8.0,3,3,3.0,3,3,3.0
da:a1:19:da:99:b5,52,52,52.0,10,10,10.0,14,14,14.0,8,8,8.0,16,16,16.0,3,3,3.0,3,3,3.0
da:a1:19:da:b4:95,52,52,52.0,20,20,20.0,14,14,14.0,8,8,8.0,16,16,16.0,24,24,24.0,6,6,6.0
da:a1:19:da:c1:cc,3,3,3.0,3,3,3.0,3,3,3.0,16,16,16.0,8,8,8.0,3,3,3.0,3,3,3.0
da:a1:19:da:c3:ac,3,3,3.0,3,3,3.0,3,3,3.0,16,16,16.0,8,8,8.0,3,3,3.0,3,3,3.0
da:a1:19:da:e6:ad,52,52,52.0,20,20,20.0,14,14,14.0,8,8,8.0,16,16,16.0,24,24,24.0,6,6,6.0
da:a1:19:db:0c:e2,3,3,3.0,3,3,3.0,3,3,3.0,16,16,16.0,8,8,8.0,3,3,3.0,3,3,3.0
da:a1:19:db:23:05,3,3,3.0,3,3,3.0,3,3,3.0,16,16,16.0,8,8,8.0,3,3,3.0,3,3,3.0
da:a1:19:db:8a:d3,3,3,3.0,3,3,3.0,3,3,3.0,16,16,16.0,8,8,8.0,3,3,3.0,3,3,3.0
da:a1:19:db:d7:0a,3,3,3.0,3,3,3.0,3,3,3.0,16,16,16.0,8,8,8.0,3,3,3.0,3,3,3.0
da:a1:19:db:f9:6c,52,52,52.0,20,20,20.0,14,14,14.0,8,8,8.0,16,16,16.0,24,24,24.0,6,6,6.0
da:a1:19:db:fb:1b,3,3,3.0,3,3,3.0,3,3,3.0,16,16,16.0,8,8,8.0,3,3,3.0,3,3,3.0
da:a1:19:dc:40:34,3,3,3.0,3,3,3.0,3,3,3.0,16,16,16.0,8,8,8.0,3,3,3.0,3,3,3.0
da:a1:19:dc:44:bd,3,3,3.0,3,3,3.0,3,3,3.0,16,16,16.0,8,8,8.0,3,3,3.0,3,3,3.0
da:a1:19:dc:9f:75,3,3,3.0,3,3,3.0,3,3,3.0,16,16,16.0,8,8,8.0,3,3,3.0,3,3,3.0
da:a1:19:dd:27:61,52,52,52.0,11,11,11.0,38,38,38.0,8,8,8.0,16,16,16.0,3,3,3.0,3,3,3.0
da:a1:19:dd:34:54,3,3,3.0,3,3,3.0,3,3,3.0,16,16,16.0,8,8,8.0,3,3,3.0,3,3,3.0
da:a1:19:dd:7c:1b,3,3,3.0,3,3,3.0,3,3,3.0,16,16,16.0,8,8,8.0,3,3,3.0,3,3,3.0
da:a1:19:dd:8b:a4,52,52,52.0,3,3,3.0,14,14,14.0,8,8,8.0,16,16,16.0,3,3,3.0,3,3,3.0
da:a1:19:dd:c6:c0,3,3,3.0,3,3,3.0,3,3,3.0,16,16,16.0,8,8,8.0,3,3,3.0,3,3,3.0
da:a1:19:dd:da:64,3,3,3.0,3,3,3.0,3,3,3.0,16,16,16.0,8,8,8.0,3,3,3.0,3,3,3.0
da:a1:19:dd:dc:1a,52,52,52.0,11,11,11.0,38,38,38.0,8,8,8.0,16,16,16.0,3,3,3.0,3,3,3.0
da:a1:19:de:46:88,3,3,3.0,3,3,3.0,3,3,3.0,16,16,16.0,8,8,8.0,3,3,3.0,3,3,3.0
da:a1:19:de:46:e5,3,3,3.0,3,3,3.0,3,3,3.0,16,16,16.0,8,8,8.0,3,3,3.0,3,3,3.0
da:a1:19:de:7d:51,3,3,3.0,3,3,3.0,3,3,3.0,16,16,16.0,8,8,8.0,3,3,3.0,3,3,3.0
da:a1:19:de:7d:88,3,3,3.0,3,3,3.0,3,3,3.0,16,16,16.0,8,8,8.0,3,3,3.0,3,3,3.0
da:a1:19:de:8b:8e,52,52,52.0,20,20,20.0,14,14,14.0,8,8,8.0,16,16,16.0,24,24,24.0,6,6,6.0
da:a1:19:de:9e:e9,3,3,3.0,3,3,3.0,3,3,3.0,16,16,16.0,8,8,8.0,3,3,3.0,3,3,3.0
da:a1:19:de:a3:bd,52,52,52.0,3,3,3.0,14,14,14.0,8,8,8.0,16,16,16.0,3,3,3.0,3,3,3.0
da:a1:19:de:b4:2d,3,3,3.0,3,3,3.0,3,3,3.0,16,16,16.0,8,8,8.0,3,3,3.0,3,3,3.0
da:a1:19:df:47:52,3,3,3.0,3,3,3.0,3,3,3.0,16,16,16.0,8,8,8.0,3,3,3.0,3,3,3.0
da:a1:19:df:4e:72,3,3,3.0,3,3,3.0,3,3,3.0,16,16,16.0,8,8,8.0,3,3,3.0,3,3,3.0
da:a1:19:df:5a:1d,3,3,3.0,3,3,3.0,3,3,3.0,16,16,16.0,8,8,8.0,3,3,3.0,3,3,3.0
da:a1:19:df:6b:d3,3,3,3.0,3,3,3.0,3,3,3.0,16,16,16.0,8,8,8.0,3,3,3.0,3,3,3.0
da:a1:19:df:7e:c0,3,3,3.0,3,3,3.0,3,3,3.0,16,16,16.0,8,8,8.0,3,3,3.0,3,3,3.0
da:a1:19:e0:18:37,3,3,3.0,3,3,3.0,3,3,3.0,16,16,16.0,8,8,8.0,3,3,3.0,3,3,3.0
da:a1:19:e0:19:ce,52,52,52.0,11,11,11.0,38,38,38.0,8,8,8.0,16,16,16.0,3,3,3.0,3,3,3.0
da:a1:19:e0:78:92,3,3,3.0,3,3,3.0,3,3,3.0,16,16,16.0,8,8,8.0,3,3,3.0,3,3,3.0
da:a1:19:e0:8c:78,52,52,52.0,10,10,10.0,14,14,14.0,8,8,8.0,16,16,16.0,3,3,3.0,3,3,3.0
da:a1:19:e0:b6:c3,3,3,3.0,3,3,3.0,3,3,3.0,16,16,16.0,8,8,8.0,3,3,3.0,3,3,3.0
da:a1:19:e1:12:43,3,3,3.0,3,3,3.0,3,3,3.0,16,16,16.0,8,8,8.0,3,3,3.0,3,3,3.0
da:a1:19:e1:20:f2,52,52,52.0,20,20,20.0,14,14,14.0,8,8,8.0,16,16,16.0,24,24,24.0,6,6,6.0
da:a1:19:e1:80:56,3,3,3.0,3,3,3.0,3,3,3.0,16,16,16.0,8,8,8.0,3,3,3.0,3,3,3.0
da:a1:19:e1:c6:ba,3,3,3.0,3,3,3.0,3,3,3.0,16,16,16.0,8,8,8.0,3,3,3.0,3,3,3.0
da:a1:19:e1:c8:d3,3,3,3.0,3,3,3.0,3,3,3.0,16,16,16.0,8,8,8.0,3,3,3.0,3,3,3.0
da:a1:19:e2:3b:d4,52,52,52.0,3,3,3.0,14,14,14.0,8,8,8.0,16,16,16.0,3,3,3.0,3,3,3.0
da:a1:19:e2:7e:89,52,52,52.0,3,3,3.0,14,14,14.0,8,8,8.0,16,16,16.0,3,3,3.0,3,3,3.0
da:a1:19:e2:8b:9c,3,3,3.0,3,3,3.0,3,3,3.0,16,16,16.0,8,8,8.0,3,3,3.0,3,3,3.0
da:a1:19:e2:cb:7d,3,3,3.0,3,3,3.0,3,3,3.0,16,16,16.0,8,8,8.0,3,3,3.0,3,3,3.0
da:a1:19:e2:d0:15,3,3,3.0,3,3,3.0,3,3,3.0,16,16,16.0,8,8,8.0,3,3,3.0,3,3,3.0
da:a1:19:e2:ef:c5,3,3,3.0,3,3,3.0,3,3,3.0,16,16,16.0,8,8,8.0,3,3,3.0,3,3,3.0
da:a1:19:e3:20:1a,3,3,3.0,3,3,3.0,3,3,3.0,16,16,16.0,8,8,8.0,3,3,3.0,3,3,3.0
da:a1:19:e3:24:d8,52,52,52.0,10,10,10.0,14,14,14.0,8,8,8.0,16,16,16.0,3,3,3.0,3,3,3.0
da:a1:19:e3:27:3b,3,3,3.0,3,3,3.0,3,3,3.0,16,16,16.0,8,8,8.0,3,3,3.0,3,3,3.0
da:a1:19:e3:4b:56,3,3,3.0,3,3,3.0,3,3,3.0,16,16,16.0,8,8,8.0,3,3,3.0,3,3,3.0
da:a1:19:e3:53:41,3,3,3.0,3,3,3.0,3,3,3.0,16,16,16.0,8,8,8.0,3,3,3.0,3,3,3.0
da:a1:19:e3:79:78,3,3,3.0,3,3,3.0,3,3,3.0,16,16,16.0,8,8,8.0,3,3,3.0,3,3,3.0
da:a1:19:e3:89:b2,3,3,3.0,3,3,3.0,3,3,3.0,16,16,16.0,8,8,8.0,3,3,3.0,3,3,3.0
da:a1:19:e4:a7:0f,3,3,3.0,3,3,3.0,3,3,3.0,16,16,16.0,8,8,8.0,3,3,3.0,3,3,3.0
da:a1:19:e4:d6:f8,52,52,52.0,20,20,20.0,14,14,14.0,8,8,8.0,16,16,16.0,24,24,24.0,6,6,6.0
da:a1:19:e4:f8:dc,3,3,3.0,3,3,3.0,3,3,3.0,16,16,16.0,8,8,8.0,3,3,3.0,3,3,3.0
da:a1:19:e5:03:a2,3,3,3.0,3,3,3.0,3,3,3.0,16,16,16.0,8,8,8.0,3,3,3.0,3,3,3.0
da:a1:19:e5:11:85,3,3,3.0,3,3,3.0,3,3,3.0,16,16,16.0,8,8,8.0,3,3,3.0,3,3,3.0
da:a1:19:e5:4d:58,3,3,3.0,3,3,3.0,3,3,3.0,16,16,16.0,8,8,8.0,3,3,3.0,3,3,3.0
da:a1:19:e5:4d:6b,52,52,52.0,11,11,11.0,38,38,38.0,8,8,8.0,16,16,16.0,3,3,3.0,3,3,3.0
da:a1:19:e5:60:50,3,3,3.0,3,3,3.0,3,3,3.0,16,16,16.0,8,8,8.0,3,3,3.0,3,3,3.0
da:a1:19:e5:9c:15,3,3,3.0,3,3,3.0,3,3,3.0,16,16,16.0,8,8,8.0,3,3,3.0,3,3,3.0
da:a1:19:e5:a2:32,52,52,52.0,20,20,20.0,14,14,14.0,8,8,8.0,16,16,16.0,24,24,24.0,6,6,6.0
da:a1:19:e5:b3:6b,3,3,3.0,3,3,3.0,3,3,3.0,16,16,16.0,8,8,8.0,3,3,3.0,3,3,3.0
da:a1:19:e5:c8:b8,52,52,52.0,11,11,11.0,38,38,38.0,8,8,8.0,16,16,16.0,3,3,3.0,3,3,3.0
da:a1:19:e5:f8:15,52,52,52.0,3,3,3.0,14,14,14.0,8,8,8.0,16,16,16.0,3,3,3.0,3,3,3.0
da:a1:19:e6:85:22,3,3,3.0,3,3,3.0,3,3,3.0,16,16,16.0,8,8,8.0,3,3,3.0,3,3,3.0
da:a1:19:e6:fd:e8,52,52,52.0,11,11,11.0,38,38,38.0,8,8,8.0,16,16,16.0,3,3,3.0,3,3,3.0
da:a1:19:e7:2b:14,3,3,3.0,3,3,3.0,3,3,3.0,16,16,16.0,8,8,8.0,3,3,3.0,3,3,3.0
da:a1:19:e7:3d:29,3,3,3.0,3,3,3.0,3,3,3.0,16,16,16.0,8,8,8.0,3,3,3.0,3,3,3.0
da:a1:19:e7:42:cf,3,3,3.0,3,3,3.0,3,3,3.0,16,16,16.0,8,8,8.0,3,3,3.0,3,3,3.0
da:a1:19:e7:4f:ee,3,3,3.0,3,3,3.0,3,3,3.0,16,16,16.0,8,8,8.0,3,3,3.0,3,3,3.0
da:a1:19:e7:d0:01,3,3,3.0,3,3,3.0,3,3,3.0,16,16,16.0,8,8,8.0,3,3,3.0,3,3,3.0
da:a1:19:e8:06:a5,3,3,3.0,3,3,3.0,3,3,3.0,16,16,16.0,8,8,8.0,3,3,3.0,3,3,3.0
da:a1:19:e8:17:c6,3,3,3.0,3,3,3.0,3,3,3.0,16,16,16.0,8,8,8.0,3,3,3.0,3,3,3.0
da:a1:19:e8:1b:4e,3,3,3.0,3,3,3.0,3,3,3.0,16,16,16.0,8,8,8.0,3,3,3.0,3,3,3.0
da:a1:19:e8:50:5d,3,3,3.0,3,3,3.0,3,3,3.0,16,16,16.0,8,8,8.0,3,3,3.0,3,3,3.0
da:a1:19:e8:75:50,52,52,52.0,20,20,20.0,14,14,14.0,8,8,8.0,16,16,16.0,24,24,24.0,6,6,6.0
da:a1:19:e8:77:5e,52,52,52.0,10,10,10.0,14,14,14.0,8,8,8.0,16,16,16.0,3,3,3.0,3,3,3.0
da:a1:19:e8:86:37,52,52,52.0,3,3,3.0,14,14,14.0,8,8,8.0,16,16,16.0,3,3,3.0,3,3,3.0
da:a1:19:e8:87:00,3,3,3.0,3,3,3.0,3,3,3.0,16,16,16.0,8,8,8.0,3,3,3.0,3,3,3.0
da:a1:19:e8:9f:7b,3,3,3.0,3,3,3.0,3,3,3.0,16,16,16.0,8,8,8.0,3,3,3.0,3,3,3.0
da:a1:19:e8:ec:4c,3,3,3.0,3,3,3.0,3,3,3.0,16,16,16.0,8,8,8.0,3,3,3.0,3,3,3.0
da:a1:19:e8:ed:b2,3,3,3.0,3,3,3.0,3,3,3.0,16,16,16.0,8,8,8.0,3,3,3.0,3,3,3.0
da:a1:19:e9:35:c7,52,52,52.0,20,20,20.0,14,14,14.0,8,8,8.0,16,16,16.0,24,24,24.0,6,6,6.0
da:a1:19:e9:39:85,52,52,52.0,10,10,10.0,14,14,14.0,8,8,8.0,16,16,16.0,3,3,3.0,3,3,3.0
da:a1:19:e9:a4:40,3,3,3.0,3,3,3.0,3,3,3.0,16,16,16.0,8,8,8.0,3,3,3.0,3,3,3.0
da:a1:19:e9:e1:f4,52,52,52.0,11,11,11.0,38,38,38.0,8,8,8.0,16,16,16.0,3,3,3.0,3,3,3.0
da:a1:19:ea:31:4e,3,3,3.0,3,3,3.0,3,3,3.0,16,16,16.0,8,8,8.0,3,3,3.0,3,3,3.0
da:a1:19:ea:48:32,3,3,3.0,3,3,3.0,3,3,3.0,16,16,16.0,8,8,8.0,3,3,3.0,3,3,3.0
da:a1:19:ea:9c:28,3,3,3.0,3,3,3.0,3,3,3.0,16,16,16.0,8,8,8.0,3,3,3.0,3,3,3.0
da:a1:19:ea:d1:bf,52,52,52.0,3,3,3.0,14,14,14.0,8,8,8.0,16,16,16.0,3,3,3.0,3,3,3.0
da:a1:19:ea:f0:80,3,3,3.0,3,3,3.0,3,3,3.0,16,16,16.0,8,8,8.0,3,3,3.0,3,3,3.0
da:a1:19:eb:1c:84,3,3,3.0,3,3,3.0,3,3,3.0,16,16,16.0,8,8,8.0,3,3,3.0,3,3,3.0
da:a1:19:eb:1c:bb,3,3,3.0,3,3,3.0,3,3,3.0,16,16,16.0,8,8,8.0,3,3,3.0,3,3,3.0
da:a1:19:eb:51:74,52,52,52.0,11,11,11.0,38,38,38.0,8,8,8.0,16,16,16.0,3,3,3.0,3,3,3.0
da:a1:19:eb:66:4f,3,3,3.0,3,3,3.0,3,3,3.0,16,16,16.0,8,8,8.0,3,3,3.0,3,3,3.0
da:a1:19:eb:9b:ca,3,3,3.0,3,3,3.0,3,3,3.0,16,16,16.0,8,8,8.0,3,3,3.0,3,3,3.0
da:a1:19:eb:9f:34,3,3,3.0,3,3,3.0,3,3,3.0,16,16,16.0,8,8,8.0,3,3,3.0,3,3,3.0
da:a1:19:eb:bb:d9,52,52,52.0,11,11,11.0,38,38,38.0,8,8,8.0,16,16,16.0,3,3,3.0,3,3,3.0
da:a1:19:eb:d4:ce,3,3,3.0,3,3,3.0,3,3,3.0,16,16,16.0,8,8,8.0,3,3,3.0,3,3,3.0
da:a1:19:ec:1d:f3,3,3,3.0,3,3,3.0,3,3,3.0,16,16,16.0,8,8,8.0,3,3,3.0,3,3,3.0
da:a1:19:ec:69:d5,3,3,3.0,3,3,3.0,3,3,3.0,16,16,16.0,8,8,8.0,3,3,3.0,3,3,3.0
da:a1:19:ec:af:83,3,3,3.0,3,3,3.0,3,3,3.0,16,16,16.0,8,8,8.0,3,3,3.0,3,3,3.0
da:a1:19:ec:c2:85,3,3,3.0,3,3,3.0,3,3,3.0,16,16,16.0,8,8,8.0,3,3,3.0,3,3,3.0
da:a1:19:ed:36:cf,3,3,3.0,3,3,3.0,3,3,3.0,16,16,16.0,8,8,8.0,3,3,3.0,3,3,3.0
da:a1:19:ed:63:19,52,52,52.0,10,10,10.0,14,14,14.0,8,8,8.0,16,16,16.0,3,3,3.0,3,3,3.0
da:a1:19:ed:79:18,3,3,3.0,3,3,3.0,3,3,3.0,16,16,16.0,8,8,8.0,3,3,3.0,3,3,3.0
da:a1:19:ed:88:1a,52,52,52.0,20,20,20.0,14,14,14.0,8,8,8.0,16,16,16.0,24,24,24.0,6,6,6.0
da:a1:19:ed:8c:75,3,3,3.0,3,3,3.0,3,3,3.0,16,16,16.0,8,8,8.0,3,3,3.0,3,3,3.0
da:a1:19:ee:32:b5,52,52,52.0,20,20,20.0,14,14,14.0,8,8,8.0,16,16,16.0,24,24,24.0,6,6,6.0
da:a1:19:ee:a0:d1,3,3,3.0,3,3,3.0,3,3,3.0,16,16,16.0,8,8,8.0,3,3,3.0,3,3,3.0
da:a1:19:ee:a7:46,3,3,3.0,3,3,3.0,3,3,3.0,16,16,16.0,8,8,8.0,3,3,3.0,3,3,3.0
da:a1:19:ee:b6:06,3,3,3.0,3,3,3.0,3,3,3.0,16,16,16.0,8,8,8.0,3,3,3.0,3,3,3.0
da:a1:19:ee:c4:cf,3,3,3.0,3,3,3.0,3,3,3.0,16,16,16.0,8,8,8.0,3,3,3.0,3,3,3.0
da:a1:19:ef:0d:a3,52,52,52.0,3,3,3.0,14,14,14.0,8,8,8.0,16,16,16.0,3,3,3.0,3,3,3.0
da:a1:19:ef:0e:f9,3,3,3.0,3,3,3.0,3,3,3.0,16,16,16.0,8,8,8.0,3,3,3.0,3,3,3.0
da:a1:19:ef:69:17,3,3,3.0,3,3,3.0,3,3,3.0,16,16,16.0,8,8,8.0,3,3,3.0,3,3,3.0
da:a1:19:ef:6a:53,3,3,3.0,3,3,3.0,3,3,3.0,16,16,16.0,8,8,8.0,3,3,3.0,3,3,3.0
da:a1:19:ef:f2:e0,52,52,52.0,10,10,10.0,14,14,14.0,8,8,8.0,16,16,16.0,3,3,3.0,3,3,3.0
da:a1:19:f0:6b:54,3,3,3.0,3,3,3.0,3,3,3.0,16,16,16.0,8,8,8.0,3,3,3.0,3,3,3.0
da:a1:19:f0:ab:2f,3,3,3.0,3,3,3.0,3,3,3.0,16,16,16.0,8,8,8.0,3,3,3.0,3,3,3.0
da:a1:19:f0:b5:67,3,3,3.0,3,3,3.0,3,3,3.0,16,16,16.0,8,8,8.0,3,3,3.0,3,3,3.0
da:a1:19:f0:b5:e8,3,3,3.0,3,3,3.0,3,3,3.0,16,16,16.0,8,8,8.0,3,3,3.0,3,3,3.0
da:a1:19:f0:d1:8d,52,52,52.0,11,11,11.0,38,38,38.0,8,8,8.0,16,16,16.0,3,3,3.0,3,3,3.0
da:a1:19:f0:d9:8b,3,3,3.0,3,3,3.0,3,3,3.0,16,16,16.0,8,8,8.0,3,3,3.0,3,3,3.0
da:a1:19:f0:e3:ed,52,52,52.0,10,10,10.0,14,14,14.0,8,8,8.0,16,16,16.0,3,3,3.0,3,3,3.0
da:a1:19:f0:f1:46,52,52,52.0,10,10,10.0,14,14,14.0,8,8,8.0,16,16,16.0,3,3,3.0,3,3,3.0
da:a1:19:f1:22:c1,3,3,3.0,3,3,3.0,3,3,3.0,16,16,16.0,8,8,8.0,3,3,3.0,3,3,3.0
da:a1:19:f1:23:bd,52,52,52.0,3,3,3.0,14,14,14.0,8,8,8.0,16,16,16.0,3,3,3.0,3,3,3.0
da:a1:19:f1:4a:01,3,3,3.0,3,3,3.0,3,3,3.0,16,16,16.0,8,8,8.0,3,3,3.0,3,3,3.0
da:a1:19:f1:59:f8,3,3,3.0,3,3,3.0,3,3,3.0,16,16,16.0,8,8,8.0,3,3,3.0,3,3,3.0
da:a1:19:f1:c7:d2,3,3,3.0,3,3,3.0,3,3,3.0,16,16,16.0,8,8,8.0,3,3,3.0,3,3,3.0
da:a1:19:f2:23:e6,3,3,3.0,3,3,3.0,3,3,3.0,16,16,16.0,8,8,8.0,3,3,3.0,3,3,3.0
da:a1:19:f2:4f:7f,3,3,3.0,3,3,3.0,3,3,3.0,16,16,16.0,8,8,8.0,3,3,3.0,3,3,3.0
da:a1:19:f2:8a:57,52,52,52.0,3,3,3.0,14,14,14.0,8,8,8.0,16,16,16.0,3,3,3.0,3,3,3.0
da:a1:19:f3:77:3f,52,52,52.0,20,20,20.0,14,14,14.0,8,8,8.0,16,16,16.0,24,24,24.0,6,6,6.0
da:a1:19:f3:7c:7b,52,52,52.0,20,20,20.0,14,14,14.0,8,8,8.0,16,16,16.0,24,24,24.0,6,6,6.0
da:a1:19:f4:33:1c,52,52,52.0,10,10,10.0,14,14,14.0,8,8,8.0,16,16,16.0,3,3,3.0,3,3,3.0
da:a1:19:f4:4e:40,52,52,52.0,10,10,10.0,14,14,14.0,8,8,8.0,16,16,16.0,3,3,3.0,3,3,3.0
da:a1:19:f4:b9:b5,3,3,3.0,3,3,3.0,3,3,3.0,16,16,16.0,8,8,8.0,3,3,3.0,3,3,3.0
da:a1:19:f4:d4:2e,3,3,3.0,3,3,3.0,3,3,3.0,16,16,16.0,8,8,8.0,3,3,3.0,3,3,3.0
da:a1:19:f4:ee:8d,3,3,3.0,3,3,3.0,3,3,3.0,16,16,16.0,8,8,8.0,3,3,3.0,3,3,3.0
da:a1:19:f5:0b:2c,3,3,3.0,3,3,3.0,3,3,3.0,16,16,16.0,8,8,8.0,3,3,3.0,3,3,3.0
da:a1:19:f5:28:2e,52,52,52.0,10,10,10.0,14,14,14.0,8,8,8.0,16,16,16.0,3,3,3.0,3,3,3.0
da:a1:19:f5:5d:33,3,3,3.0,3,3,3.0,3,3,3.0,16,16,16.0,8,8,8.0,3,3,3.0,3,3,3.0
da:a1:19:f5:b8:e9,3,3,3.0,3,3,3.0,3,3,3.0,16,16,16.0,8,8,8.0,3,3,3.0,3,3,3.0
da:a1:19:f5:c6:da,52,52,52.0,10,10,10.0,14,14,14.0,8,8,8.0,16,16,16.0,3,3,3.0,3,3,3.0
da:a1:19:f5:cb:d6,3,3,3.0,3,3,3.0,3,3,3.0,16,16,16.0,8,8,8.0,3,3,3.0,3,3,3.0
da:a1:19:f5:f1:ed,3,3,3.0,3,3,3.0,3,3,3.0,16,16,16.0,8,8,8.0,3,3,3.0,3,3,3.0
da:a1:19:f5:f2:16,52,52,52.0,3,3,3.0,14,14,14.0,8,8,8.0,16,16,16.0,3,3,3.0,3,3,3.0
da:a1:19:f5:f2:98,3,3,3.0,3,3,3.0,3,3,3.0,16,16,16.0,8,8,8.0,3,3,3.0,3,3,3.0
da:a1:19:f6:08:25,3,3,3.0,3,3,3.0,3,3,3.0,16,16,16.0,8,8,8.0,3,3,3.0,3,3,3.0
da:a1:19:f6:12:f6,3,3,3.0,3,3,3.0,3,3,3.0,16,16,16.0,8,8,8.0,3,3,3.0,3,3,3.0
da:a1:19:f6:4d:a4,3,3,3.0,3,3,3.0,3,3,3.0,16,16,16.0,8,8,8.0,3,3,3.0,3,3,3.0
da:a1:19:f6:6f:0e,3,3,3.0,3,3,3.0,3,3,3.0,16,16,16.0,8,8,8.0,3,3,3.0,3,3,3.0
da:a1:19:f6:93:8e,3,3,3.0,3,3,3.0,3,3,3.0,16,16,16.0,8,8,8.0,3,3,3.0,3,3,3.0
da:a1:19:f6:95:b5,3,3,3.0,3,3,3.0,3,3,3.0,16,16,16.0,8,8,8.0,3,3,3.0,3,3,3.0
da:a1:19:f6:95:c6,3,3,3.0,3,3,3.0,3,3,3.0,16,16,16.0,8,8,8.0,3,3,3.0,3,3,3.0
da:a1:19:f6:a8:91,3,3,3.0,3,3,3.0,3,3,3.0,16,16,16.0,8,8,8.0,3,3,3.0,3,3,3.0
da:a1:19:f6:b1:6d,3,3,3.0,3,3,3.0,3,3,3.0,16,16,16.0,8,8,8.0,3,3,3.0,3,3,3.0
da:a1:19:f6:cc:0e,3,3,3.0,3,3,3.0,3,3,3.0,16,16,16.0,8,8,8.0,3,3,3.0,3,3,3.0
da:a1:19:f6:cc:69,3,3,3.0,3,3,3.0,3,3,3.0,16,16,16.0,8,8,8.0,3,3,3.0,3,3,3.0
da:a1:19:f6:ce:83,52,52,52.0,10,10,10.0,14,14,14.0,8,8,8.0,16,16,16.0,3,3,3.0,3,3,3.0
da:a1:19:f7:1f:1a,3,3,3.0,3,3,3.0,3,3,3.0,16,16,16.0,8,8,8.0,3,3,3.0,3,3,3.0
da:a1:19:f7:37:6b,3,3,3.0,3,3,3.0,3,3,3.0,16,16,16.0,8,8,8.0,3,3,3.0,3,3,3.0
da:a1:19:f7:4c:eb,3,3,3.0,3,3,3.0,3,3,3.0,16,16,16.0,8,8,8.0,3,3,3.0,3,3,3.0
da:a1:19:f7:5f:fe,3,3,3.0,3,3,3.0,3,3,3.0,16,16,16.0,8,8,8.0,3,3,3.0,3,3,3.0
da:a1:19:f7:96:35,3,3,3.0,3,3,3.0,3,3,3.0,16,16,16.0,8,8,8.0,3,3,3.0,3,3,3.0
da:a1:19:f7:96:a3,3,3,3.0,3,3,3.0,3,3,3.0,16,16,16.0,8,8,8.0,3,3,3.0,3,3,3.0
da:a1:19:f7:9d:5e,3,3,3.0,3,3,3.0,3,3,3.0,16,16,16.0,8,8,8.0,3,3,3.0,3,3,3.0
da:a1:19:f7:a9:92,3,3,3.0,3,3,3.0,3,3,3.0,16,16,16.0,8,8,8.0,3,3,3.0,3,3,3.0
da:a1:19:f7:ba:eb,3,3,3.0,3,3,3.0,3,3,3.0,16,16,16.0,8,8,8.0,3,3,3.0,3,3,3.0
da:a1:19:f7:c6:d9,52,52,52.0,10,10,10.0,14,14,14.0,8,8,8.0,16,16,16.0,3,3,3.0,3,3,3.0
da:a1:19:f8:4f:f7,52,52,52.0,3,3,3.0,14,14,14.0,8,8,8.0,16,16,16.0,3,3,3.0,3,3,3.0
da:a1:19:f8:a4:18,3,3,3.0,3,3,3.0,3,3,3.0,16,16,16.0,8,8,8.0,3,3,3.0,3,3,3.0
da:a1:19:f8:b6:3b,3,3,3.0,3,3,3.0,3,3,3.0,16,16,16.0,8,8,8.0,3,3,3.0,3,3,3.0
da:a1:19:f8:c8:bb,3,3,3.0,3,3,3.0,3,3,3.0,16,16,16.0,8,8,8.0,3,3,3.0,3,3,3.0
da:a1:19:f8:f2:c8,3,3,3.0,3,3,3.0,3,3,3.0,16,16,16.0,8,8,8.0,3,3,3.0,3,3,3.0
da:a1:19:f9:37:05,3,3,3.0,3,3,3.0,3,3,3.0,16,16,16.0,8,8,8.0,3,3,3.0,3,3,3.0
da:a1:19:f9:85:90,3,3,3.0,3,3,3.0,3,3,3.0,16,16,16.0,8,8,8.0,3,3,3.0,3,3,3.0
da:a1:19:f9:cf:11,3,3,3.0,3,3,3.0,3,3,3.0,16,16,16.0,8,8,8.0,3,3,3.0,3,3,3.0
da:a1:19:f9:e0:7f,3,3,3.0,3,3,3.0,3,3,3.0,16,16,16.0,8,8,8.0,3,3,3.0,3,3,3.0
da:a1:19:f9:e1:81,52,52,52.0,20,20,20.0,14,14,14.0,8,8,8.0,16,16,16.0,24,24,24.0,6,6,6.0
da:a1:19:f9:ec:fb,3,3,3.0,3,3,3.0,3,3,3.0,16,16,16.0,8,8,8.0,3,3,3.0,3,3,3.0
da:a1:19:fa:1a:82,3,3,3.0,3,3,3.0,3,3,3.0,16,16,16.0,8,8,8.0,3,3,3.0,3,3,3.0
da:a1:19:fa:de:78,52,52,52.0,11,11,11.0,38,38,38.0,8,8,8.0,16,16,16.0,3,3,3.0,3,3,3.0
